Registro;Nombre;Fecha Registro;Empresa;Principio Activo;Control Legal;Condiciones de Venta;Equivalente Terapeutico
H-589/20;BERBERIS COMPUESTA SOLUCIÓN ORAL PARA GOTAS;1988-12-20 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-1128/18;BERBERIS HEELACCORD SOLUCIÓN ORAL PARA GOTAS;2008-03-17 00:00:00;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;;Directa;
H-585/20;BERBERIS-CANTHARIS COMPUESTO SOLUCIÓN ORAL PARA GOTAS;1988-11-02 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
F-23878/18;BETA-COMPLEX COMPRIMIDOS RECUBIERTOS;2018-06-19 00:00:00;SOCIEDAD FARMACÉUTICA TERVIS PHARMA LTDA.;CIANOCOBALAMINA//PIRIDOXINA//TIAMINA;;Directa;
F-2867/19;BICARBONATO DE SODIO POLVO PARA SOLUCIÓN ORAL;1999-12-30 00:00:00;LABORATORIOS MDK S.A.;SODIO BICARBONATO;;Directa;
F-4420/20;BILACTON COMPRIMIDOS MASTICABLES;1986-01-14 00:00:00;LABORATORIOS MDK S.A.;ALUMINIO HIDROXIDO//MAGNESIO HIDROXIDO//SIMETICONA;;Directa;
N-510/18;BILAXIL GRANULADO;2013-07-30 00:00:00;BAYER S.A.;;;Directa;
H-822/20;BILIFLUX COMPRIMIDOS;1988-08-10 00:00:00;KNOP LABORATORIOS S.A.;Taraxacum TM;;Directa;
F-22831/21;BIO ELECTRO COMPRIMIDOS RECUBIERTOS;2016-06-30 00:00:00;GENOMMA LAB CHILE S.A.;ACIDO ACETILSALICILICO//CAFEINA//PARACETAMOL;;Directa;
N-190/16;BIO-AX SOLUCIÓN PARA GOTAS ORALES;1990-11-28 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-874/20;BIO-CEFAC SOLUCIÓN PARA GOTAS ORALES;1988-07-28 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
N-187/21;BIO-COF SOLUCIÓN PARA GOTAS ORALES;1990-01-18 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
N-177/16;BIO-DORM SOLUCIÓN PARA GOTAS ORALES;1992-11-20 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-732/20;BIO-ENGYT SOLUCIÓN ORAL PARA GOTAS;1988-12-16 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
N-179/21;BIO-FEM SOLUCIÓN PARA GOTAS ORALES;1990-04-02 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
B-1941/21;BIO-FLORA CÁPSULAS 250 mg;2006-03-22 00:00:00;LABORATORIO MAVER S.A.;;;Directa;
B-941/20;BIO-FLORA POLVO PARA SUSPENSIÓN ORAL 250 mg EN SOBRES;2000-11-09 00:00:00;LABORATORIO MAVER S.A.;;;Directa;
N-183/21;BIO-GASTRIC SOLUCIÓN PARA GOTAS ORALES;1990-05-10 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-1003/21;BIO-PASSI SOLUCIÓN PARA GOTAS ORALES;1993-04-01 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-982/21;BIOACTIV KNOP A, SOLUCIÓN PARA GOTAS ORALES;1991-03-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-983/21;BIOACTIV KNOP D, SOLUCIÓN PARA GOTAS ORALES;1991-03-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-984/21;BIOACTIV KNOP E, SOLUCIÓN PARA GOTAS ORALES;1991-03-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-985/21;BIOACTIV KNOP F, SOLUCIÓN PARA GOTAS ORALES.;1991-03-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-986/21;BIOACTIV KNOP H, SOLUCIÓN PARA GOTAS ORALES;1991-03-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-987/21;BIOACTIV KNOP I;1991-03-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-988/21;BIOACTIV KNOP L, SOLUCIÓN PARA GOTAS ORALES;1991-03-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-989/21;BIOACTIV KNOP M, SOLUCIÓN PARA GOTAS ORALES;1991-03-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-990/21;BIOACTIV KNOP N, SOLUCIÓN PARA GOTAS ORALES;1991-03-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-991/21;BIOACTIV KNOP O, SOLUCIÓN PARA GOTAS ORALES;1991-03-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-992/21;BIOACTIV KNOP P, SOLUCIÓN PARA GOTAS ORALES;1991-03-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-993/21;BIOACTIV KNOP Q, SOLUCIÓN PARA GOTAS ORALES;1991-03-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-994/21;BIOACTIV KNOP R, SOLUCIÓN PARA GOTAS ORALES;1991-03-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-995/21;BIOACTIV KNOP S, SOLUCIÓN PARA GOTAS ORALES;1991-03-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-996/21;BIOACTIV KNOP V, SOLUCIÓN PARA GOTAS ORALES;1991-03-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-997/21;BIOACTIV KNOP Z, SOLUCIÓN PARA GOTAS ORALES;1991-03-21 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
F-24170/18;BIOGEL SHAMPOO 1% (KETOCONAZOL);2018-10-09 00:00:00;LABORATORIOS PRATER S.A.;KETOCONAZOL;;Directa;
B-1142/21;BIOLACTUS CÁPSULAS;1993-08-17 00:00:00;SYNTHON CHILE LTDA.;;;Directa;
B-1143/21;BIOLACTUS LIOFILIZADO PARA SUSPENSIÓN ORAL;1993-08-25 00:00:00;SYNTHON CHILE LTDA.;;;Directa;
H-1272/20;BIOREFORT COMPRIMIDOS SUBLINGUALES;2020-07-20 00:00:00;KNOP LABORATORIOS S.A.;"Sulfur D10;Sulfur D4;Vincetoxicum Hirundinaria D10;Vincetoxicum Hirundinaria D30;Vincetoxicum Hirundinaria D6";;Directa;
F-787/18;BIOTONUS CÁPSULAS BLANDAS;1998-10-13 00:00:00;LABORATORIOS LAFI LTDA.;ACIDO ASCORBICO//BETACAROTENO//COBRE SULFATO//LEVADURA SELENIO//MANGANESO SULFATO//TOCOFEROL//ZINC OXIDO;;Directa;
F-17608/19;BIOTRIC JABÓN LÍQUIDO AL 0,5%;2009-06-16 00:00:00;BIOTEC CHILE S.A.;TRICLOSAN;;Directa;
H-1259/19;BIOZEN COMPRIMIDOS SUBLINGUALES;2019-11-12 00:00:00;KNOP LABORATORIOS S.A.;"AVENA SATIVA D2;COFFEA ARABICA D12;PASSIFLORA INCARNATA D2;VALERIANA OFFICINALIS D4";;Directa;
F-21545/19;BISBACTER COMPRIMIDOS MASTICABLES 262 mg (SUBSALICILATO DE BISMUTO);2014-11-21 00:00:00;LABORATORIOS RECALCINE S.A.;BISMUTO SUBSALICILATO;;Directa;
F-22089/20;BISBACTER SUSPENSIÓN ORAL 262,5 mg/15 mL (SUBSALICILATO DE BISMUTO);2015-08-25 00:00:00;LABORATORIOS RECALCINE S.A.;BISMUTO SUBSALICILATO;;Directa;
N-621/21;BISOLHELIX JARABE 35 mg/ 5 mL (HEDERA HELIX L. );2021-04-05 00:00:00;SANOFI-AVENTIS DE CHILE S.A.;HEDERA HELIX L.;;Directa;
F-1457/18;BISOLVON INFANTIL JARABE 4 mg/5 mL;1968-09-11 00:00:00;SANOFI-AVENTIS DE CHILE S.A.;BROMHEXINA;;Directa;
F-6192/20;BISOLVON JARABE ADULTOS 8 mg/5 mL;1986-05-16 00:00:00;SANOFI-AVENTIS DE CHILE S.A.;BROMHEXINA;;Directa;
F-25485/20;BISOLVON JARABE ADULTOS 8 mg/5mL (Bromhexina clorhidrato);2020-06-16 00:00:00;SANOFI-AVENTIS DE CHILE S.A.;BROMHEXINA;;Directa;
F-25486/20;BISOLVON JARABE INFANTIL 4mg/5mL (Bromhexina clorhidrato);2020-06-16 00:00:00;SANOFI-AVENTIS DE CHILE S.A.;BROMHEXINA;;Directa;
F-3730/20;BLISTEX CON MEDICACIÓN CREMA LABIAL;1986-05-12 00:00:00;SYNTHON CHILE LTDA.;ALCANFOR//FENOL;;Directa;
N-412/20;BOLDO EXTRACTO FLUIDO SOLUCIÓN PARA GOTAS ORALES;1988-08-10 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
F-23385/17;BONAGRYP COMPRIMIDOS;2017-03-15 00:00:00;FARMACÉUTICA ESAN LTDA.;CAFEINA//CLORFENAMINA//PARACETAMOL;;Directa;
N-413/20;BORRAJA EXTRACTO FLUIDO SOLUCIÓN PARA GOTAS ORALES;1988-08-10 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
K-97/17;BREPTAL JARABE;2013-09-05 00:00:00;LABORATORIOS MDK S.A.;;;Directa;
K-89/17;BREPTAL JARABE;2007-02-13 00:00:00;LABORATORIOS MDK S.A.;;;Directa;
F-22157/20;BROMFIN JARABE 8 mg/5mL (BROMHEXINA CLORHIDRATO);2015-09-23 00:00:00;MINTLAB Co. S.A.;BROMHEXINA;;Directa;
F-22466/21;BROMHEXINA CLORHIDRATO JARABE 4 mg/5 mL;2016-02-23 00:00:00;OPKO CHILE S.A.;BROMHEXINA;;Directa;
F-10400/17;BROMHEXINA CLORHIDRATO JARABE 4 mg/5 mL;2002-01-22 00:00:00;LABORATORIOS MDK S.A.;BROMHEXINA;;Directa;
F-11436/21;BROMHEXINA CLORHIDRATO JARABE 4 mg/5 mL;1990-01-08 00:00:00;OPKO CHILE S.A.;BROMHEXINA;;Directa;
F-3219/20;BROMHEXINA CLORHIDRATO JARABE 4 mg/5 mL;1989-11-28 00:00:00;CHEMOPHARMA S.A.;BROMHEXINA;;Directa;
F-26389/21;BROMHEXINA CLORHIDRATO JARABE 4 mg/5 mL ;2021-09-13 00:00:00;OPKO CHILE S.A.;BROMHEXINA CLORHIDRATO;;Directa;
F-4326/20;BROMHEXINA CLORHIDRATO JARABE 4 mg/5 mL;2000-06-28 00:00:00;LABORATORIO CHILE S.A.;BROMHEXINA;;Directa;
F-6869/20;BROMHEXINA CLORHIDRATO JARABE 4 mg/5 mL;1986-02-05 00:00:00;MINTLAB Co. S.A.;BROMHEXINA;;Directa;
F-10399/17;BROMHEXINA CLORHIDRATO JARABE 8 mg/5 mL;2002-01-22 00:00:00;LABORATORIOS MDK S.A.;BROMHEXINA;;Directa;
F-22158/20;BROMHEXINA CLORHIDRATO JARABE 8 mg/5mL;2015-09-24 00:00:00;MINTLAB Co. S.A.;BROMHEXINA;;Directa;
H-1089/17;BRONCHALIS - HEEL COMPRIMIDOS SUBLINGUALES;2002-11-20 00:00:00;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;;Directa;
F-5667/20;BRONCOT G.F.T. FORTE JARABE 30 mg/5 mL;1989-10-30 00:00:00;LABORATORIOS RECALCINE S.A.;AMBROXOL;;Directa;
F-5668/20;BRONCOT G.F.T. JARABE 15 mg/5 mL;1985-01-31 00:00:00;LABORATORIOS RECALCINE S.A.;AMBROXOL;;Directa;
F-13500/19;BRONCOTUSILAN ADULTO SOLUCIÓN ORAL 250 mg/5 mL;2004-02-05 00:00:00;LABORATORIO PASTEUR S.A.;CARBOCISTEINA;;Directa;TRUE
F-13499/19;BRONCOTUSILAN PEDIÁTRICO SOLUCIÓN ORAL 100 mg/5 mL;2004-02-05 00:00:00;LABORATORIO PASTEUR S.A.;CARBOCISTEINA;;Directa;TRUE
N-470/18;BRONTEC JARABE 35 mg/ 5 mL;2008-10-30 00:00:00;MINTLAB Co. S.A.;;;Directa;
F-26275/21;BROPAVOL JARABE 8 mg/ 5 mL (BROMHEXINA CLORHIDRATO);2021-07-22 00:00:00;EUROFARMA CHILE S.A.;BROMHEXINA (CLORHIDRATO);;Directa;
F-16955/18;BROPAVOL JARABE 8 mg/5 mL;2008-07-25 00:00:00;EUROFARMA CHILE S.A.;BROMHEXINA;;Directa;
H-1163/19;BRYONA D6 GLÓBULOS;2009-09-21 00:00:00;LABORATORIOS BIOSPHARE S.A.;;;Directa;
H-793/20;BRYONIA D6 COMPRIMIDOS;1987-02-17 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
F-14157/19;BUCOGERM TOS COMPRIMIDOS MASTICABLES;2004-09-03 00:00:00;MINTLAB Co. S.A.;CLORHEXIDINA//NOSCAPINA;;Directa;
F-8879/21;BUCOSEPTIL COLUTORIO 0,2%;1990-01-15 00:00:00;INSTITUTO SANITAS S.A.;CLORHEXIDINA;;Directa;
H-807/20;CACTUS COMPRIMIDOS;1988-08-23 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-780/20;CACTUS D6 COMPRIMIDOS;1987-03-24 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
F-829/18;CADEVIT CÁPSULAS BLANDAS;1998-10-16 00:00:00;LABORATORIOS RECALCINE S.A.;CALCIO CARBONATO//COLECALCIFEROL;;Directa;
F-1482/18;CAFIASPIRINA COMPRIMIDOS;1947-10-29 00:00:00;BAYER S.A.;ACIDO ACETILSALICILICO//CAFEINA;;Directa;
F-1620/18;CAFRENAL COMPRIMIDOS;1937-12-21 00:00:00;LABORATORIOS RECALCINE S.A.;ACIDO ACETILSALICILICO//CAFEINA;;Directa;
F-8346/21;CALCEFOR COMPRIMIDOS MASTICABLES 500 mg;1991-01-22 00:00:00;LABORATORIO CHILE S.A.;CALCIO CARBONATO;;Directa;
F-6753/20;CALCEFOR D FORTE CÁPSULAS;2000-09-01 00:00:00;LABORATORIO CHILE S.A.;CALCIO CARBONATO//COLECALCIFEROL;;Directa;
F-2031/19;CALCEFOR-D CÁPSULAS (CALCIO CARBONATO / COLECALCIFEROL);1999-09-10 00:00:00;LABORATORIO CHILE S.A.;CALCIO CARBONATO//COLECALCIFEROL;;Directa;
F-9084/21;CALCIGRAN D 320 CÁPSULAS;2001-10-12 00:00:00;ITF - LABOMED FARMACÉUTICA LTDA.;CALCIO CARBONATO//COLECALCIFEROL;;Directa;
F-9085/21;CALCIGRAN D 450 CÁPSULAS;2001-10-12 00:00:00;ITF - LABOMED FARMACÉUTICA LTDA.;CALCIO CARBONATO//COLECALCIFEROL;;Directa;
F-15657/21;CALCIMAX D3 400 COMPRIMIDOS;2006-10-10 00:00:00;GADOR LTDA.;CALCIO CITRATO//COLECALCIFEROL;;Directa;
H-776/20;CALCIUM CARBONICUM D6 COMPRIMIDOS;1987-05-14 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-823/20;CALCIUM FLUORICUM D12 COMPRIMIDOS;1985-08-08 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
F-6424/20;CALCIUM GRANULADO AL 10%;1988-10-27 00:00:00;LABORATORIO PASTEUR S.A.;CALCIO GLUCONATO;;Directa;
H-824/20;CALCIUM PHOSPHORICUM D6 COMPRIMIDOS;1985-08-08 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-825/20;CALCIUM SULFURICUM D12 COMPRIMIDOS;1985-08-08 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-753/20;CALENDADERM UNGÜENTO TÓPICO;1986-08-18 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-736/20;CALÉNDULA ECHINACEA COMPUESTO SOLUCIÓN TÓPICA;1989-02-22 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-578/20;CALÉNDULA TINTURA MADRE SOLUCIÓN ORAL PARA GOTAS;1988-08-04 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
N-409/20;CALÉNDULA-MATICO EXTRACTO FLUIDO;1988-08-01 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
N-629/21;CALMATOL JARABE;2021-09-09 00:00:00;DROGUERÍA FARMOQUÍMICA DEL PACÍFICO LTDA.;;;Directa;
N-566/20;CALMATOL JARABE;2015-09-25 00:00:00;DROGUERÍA FARMOQUÍMICA DEL PACÍFICO LTDA.;;;Directa;
F-537/18;CALMOBET GEL 5%;1998-05-27 00:00:00;INTERPHARMA S.A.;ETOFENAMATO;;Directa;
H-1231/17;CALMVALERA HEVERT COMPRIMIDOS BUCODISPERSABLES;2017-04-20 00:00:00;SOCIEDAD IMPORTADORA Y COMERCIALIZADORA DE PRODUCTOS PARA LA SALUD LTDA.;;;Directa;
F-13764/19;CALORUB CREMA;1999-05-10 00:00:00;DROGUERÍA HOFMANN S.A.C.;MENTOL//SALICILATO DE METILO;;Directa;
F-2251/19;CALORUB FORTE CREMA;1999-11-12 00:00:00;DROGUERÍA HOFMANN S.A.C.;MENTOL//SALICILATO DE METILO;;Directa;
F-7138/20;CALORUB LOCIÓN TÓPICA;2000-11-27 00:00:00;DROGUERÍA HOFMANN S.A.C.;MENTOL//SALICILATO DE METILO;;Directa;
F-4986/20;CALORUB SPORT SOLUCIÓN AEROSOL;1984-04-05 00:00:00;DROGUERÍA HOFMANN S.A.C.;NICOTINATO//SALICILATO DE ETILO//SALICILATO DE METILO//SALICILATO HIDROXIETILO;;Directa;
F-2828/19;CANESTEN CREMA TÓPICA 1%;1974-02-13 00:00:00;BAYER S.A.;CLOTRIMAZOL;;Directa;
F-20027/18;CANESTEN SOLUCIÓN TÓPICA PARA ATOMIZACIÓN 1%;2013-06-14 00:00:00;BAYER S.A.;CLOTRIMAZOL;;Directa;
H-1005/21;CANTHARIS COMPUESTO SOLUCIÓN ORAL PARA GOTAS;1990-08-08 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-792/20;CANTHARIS D6 COMPRIMIDOS;1987-02-18 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-1164/19;CANTHARIS D6 GLÓBULOS;2009-09-21 00:00:00;LABORATORIOS BIOSPHARE S.A.;;;Directa;
F-14353/19;CAPRIMIDA - D CÁPSULAS;2004-12-13 00:00:00;LABORATORIOS RECALCINE S.A.;CALCIO CARBONATO//COLECALCIFEROL;;Directa;
F-10974/21;CAPRIMIDA - D COMPRIMIDOS RECUBIERTOS;1996-10-17 00:00:00;LABORATORIOS RECALCINE S.A.;CALCIO CARBONATO//COLECALCIFEROL;;Directa;
F-14354/19;CAPRIMIDA - D FORTE CÁPSULAS;2004-12-13 00:00:00;LABORATORIOS RECALCINE S.A.;CALCIO CARBONATO//COLECALCIFEROL;;Directa;
F-13620/19;CAPRIMIDA - D FORTE COMPRIMIDOS RECUBIERTOS;2004-03-26 00:00:00;LABORATORIOS RECALCINE S.A.;CALCIO CARBONATO//COLECALCIFEROL;;Directa;
F-15676/21;CAPRIMIDA CÁPSULAS 500 mg;2006-09-08 00:00:00;LABORATORIOS RECALCINE S.A.;CALCIO CARBONATO;;Directa;
F-10973/16;CAPRIMIDA COMPRIMIDOS RECUBIERTOS 500 mg;1992-12-02 00:00:00;LABORATORIOS RECALCINE S.A.;CALCIO CARBONATO;;Directa;
F-24040/18;CAPRIMIDA D 500/800 CÁPSULAS;2018-08-16 00:00:00;LABORATORIOS RECALCINE S.A.;CALCIO CARBONATO//COLECALCIFEROL;;Directa;
F-12991/18;CAPRIMIDA DUO CÁPSULAS BLANDAS 330 mg;2003-07-10 00:00:00;LABORATORIOS RECALCINE S.A.;CALCIO CARBONATO//CALCIO CITRATO;;Directa;
F-6385/20;CARBON ACTIVADO COMPRIMIDOS 250 mg;1989-08-09 00:00:00;LABORATORIO VALMA SPA;CARBON ACTIVADO;;Directa;
F-13863/19;CARBON SULFAGUANIDINA COMPRIMIDOS;2004-06-21 00:00:00;LABORATORIO VALMA SPA;CARBON ACTIVADO//SULFAGUANIDINA;;Directa;
H-788/20;CARBON VEGETAL D6 COMPRIMIDOS;1987-03-19 00:00:00;KNOP LABORATORIOS S.A.;Carbón Vegetal;;Directa;
F-6129/20;CARBONATO CÁLCICO POLVOS;1989-06-09 00:00:00;KNOP LABORATORIOS S.A.;CALCIO CARBONATO;;Directa;
F-17269/18;CARDIOASPIRINA 100 EC COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 100 mg;2008-12-11 00:00:00;BAYER S.A.;ACIDO ACETILSALICILICO;;Directa;
F-18948/21;CARDIOASPIRINA 325 EC COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 325 mg;2011-10-07 00:00:00;BAYER S.A.;ACIDO ACETILSALICILICO;;Directa;
H-1006/21;CARDUUS COMPUESTO SOLUCIÓN;1990-08-02 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-1165/19;CARDUUS MARIANUS D6 GLÓBULOS;2009-09-21 00:00:00;LABORATORIOS BIOSPHARE S.A.;;;Directa;
H-1136/18;CARDUUS MARIANUS T.M.;2008-10-06 00:00:00;LAURA XIMENA POLANCO GONZÁLEZ;;;Directa;
F-4192/20;CARIAMYL CREMA TÓPICA;1987-01-07 00:00:00;LABORATORIOS PRATER S.A.;ALCANFOR//BENZOCAINA//MENTOL//TRICLOSAN;;Directa;
F-7344/21;CARIAMYL LOCIÓN DÉRMICA;2001-01-26 00:00:00;LABORATORIOS PRATER S.A.;ALCANFOR//BENZOCAINA//MENTOL//TRICLOSAN;;Directa;
F-7345/21;CARIAMYL SOLUCIÓN DÉRMICA;2001-01-26 00:00:00;LABORATORIOS PRATER S.A.;ALCANFOR//BENZOCAINA//MENTOL//TRICLOSAN;;Directa;
F-10421/21;CARISTOP COMPUESTO PASTA DENTAL BIFLUORADA;1994-06-23 00:00:00;LABORATORIO MAVER S.A.;SODIO FLUORFOSFATO//SODIO FLUORURO;;Directa;
F-16574/17;CARISTOP SENSITIVE PASTA DENTAL;2007-11-30 00:00:00;LABORATORIO MAVER S.A.;POTASIO NITRATO//SODIO FOSFATO;;Directa;
F-3803/20;CARISTOP SOLUCIÓN PARA ENJUAGATORIO BUCAL 0,05%;1986-08-01 00:00:00;LABORATORIO MAVER S.A.;SODIO FLUORURO;;Directa;
F-3804/20;CARISTOP SOLUCIÓN PARA ENJUAGATORIO BUCAL 0,2%;1989-05-23 00:00:00;LABORATORIO MAVER S.A.;SODIO FLUORURO;;Directa;
F-22081/20;CARMELOSA SÓDICA SOLUCIÓN OFTÁLMICA 0,5%;2015-08-20 00:00:00;LABORATORIO HOSPIFARMA CHILE LTDA.;CARMELOSA SODICA;;Directa;
H-803/20;CARTÍLAGO D6 COMPRIMIDOS;1988-07-18 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
N-439/16;CASSIA ANGUSTIFOLIA GRAGEAS ENTÉRICAS;2006-12-29 00:00:00;PHARMASAN LTDA.;;;Directa;
N-222/18;CASTAÑO DE INDIAS CÁPSULAS 340 mg;2003-02-10 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
K-73/20;CASTAÑO HAMAMELIS COMPUESTO SOLUCIÓN PARA GOTAS ORALES;1989-03-13 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-773/20;CAUSTICUM D6 COMPRIMIDOS;1987-04-08 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
N-174/21;CEDRÓN EXTRACTO FLUIDO, SOLUCIÓN PARA GOTAS ORALES;1990-04-11 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
N-199/17;CENTELLA ASIÁTICA CREMA 1 %;2002-12-10 00:00:00;LABORATORIOS MDK S.A.;;;Directa;
N-525/17;CENTELLA ASIÁTICA CREMA 1 %;2013-09-11 00:00:00;LABORATORIOS MDK S.A.;;;Directa;
F-22468/21;CERCIORA T COMPRIMIDOS 0,75 mg (LEVONORGESTREL);2016-02-16 00:00:00;EXELTIS CHILE S.p.A.;LEVONORGESTREL;;Directa;TRUE
F-24254/18;CERCIORAT COMPRIMIDOS 1,5 mg (LEVONORGESTREL);2018-10-30 00:00:00;EXELTIS CHILE S.p.A.;LEVONORGESTREL;;Directa;TRUE
H-595/20;CHAMOMILLA COMPUESTA SOLUCIÓN ORAL PARA GOTAS;1989-03-01 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-771/20;CHAMOMILLA D6 COMPRIMIDOS;1988-04-27 00:00:00;KNOP LABORATORIOS S.A.;Chamomilla D6;;Directa;
H-1000/16;CHAMOMILLA TINTURA MADRE SOLUCIÓN PARA GOTAS ORALES;1990-11-28 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-586/20;CHELIDONIUM COMPUESTO SOLUCIÓN ORAL PARA GOTAS;1988-11-04 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-789/20;CHELIDONIUM D6 COMPRIMIDOS;1988-04-27 00:00:00;KNOP LABORATORIOS S.A.;Chelidonium D6;;Directa;
H-596/20;CHIMAPHILA COMPUESTA SOLUCIÓN ORAL PARA GOTAS;1989-03-01 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-777/20;CHINA D6 COMPRIMIOS;1988-04-27 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-1166/19;CHINA D6 GLÓBULOS;2009-09-21 00:00:00;LABORATORIOS BIOSPHARE S.A.;;;Directa;
F-26164/21;CHLORAPREP ANARANJADO SOLUCION TOPICA;2021-05-17 00:00:00;BECTON DICKINSON DE CHILE;ALCOHOL ISOPROPILICO//CLORHEXIDINA;;Directa;
F-21944/20;CHLORAPREP COLOREADO SOLUCIÓN TÓPICA;2015-06-22 00:00:00;HOSPITALIA PRODUCTOS MÉDICOS LTDA.;ALCOHOL ISOPROPILICO//CLORHEXIDINA;;Directa;
F-26162/21;CHLORAPREP INCOLORO SOLUCIÓN TÓPICA (ALCOHOL ISOPROPILICO//CLORHEXIDINA);2021-05-17 00:00:00;BECTON DICKINSON DE CHILE;ALCOHOL ISOPROPILICO//CLORHEXIDINA;;Directa;
F-21939/20;CHLORAPREP ONE STEP SOLUCIÓN TÓPICA;2015-06-22 00:00:00;HOSPITALIA PRODUCTOS MÉDICOS LTDA.;ALCOHOL ISOPROPILICO//CLORHEXIDINA;;Directa;
F-18273/20;CHLOROHEX JABÓN CREMOSO 2%;2010-09-16 00:00:00;DIVERSEY INDUSTRIAL Y COMERCIAL CHILE LTDA.;CLORHEXIDINA;;Directa;
F-18272/20;CHLOROHEX SOLUCIÓN TÓPICA 2%;2010-09-15 00:00:00;DIVERSEY INDUSTRIAL Y COMERCIAL CHILE LTDA.;CLORHEXIDINA;;Directa;
F-18292/20;CHLOROHEX TINTURA SOLUCIÓN TÓPICA;2010-09-30 00:00:00;DIVERSEY INDUSTRIAL Y COMERCIAL CHILE LTDA.;CLORHEXIDINA;;Directa;
N-417/20;CICUTA UNGÜENTO TÓPICO;1987-10-13 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
K-75/20;CIKAVIT CREMA DÉRMICA;1988-06-30 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-739/20;CINERARIA D6 SOLUCIÓN PARA GOTAS ORALES;1989-10-23 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
H-887/20;CINERARIA MARITIMA COMPUESTA SOLUCIÓN ORAL PARA GOTAS;1989-09-01 00:00:00;KNOP LABORATORIOS S.A.;;;Directa;
N-30/21;CIRUELAX BOLSAS AUTOFILTRANTES PARA INFUSIÓN;1997-04-16 00:00:00;MEGALABS CHILE S.A.;;;Directa;
N-488/20;CIRUELAX FORTE COMPRIMIDOS RECUBIERTOS 125 mg;2010-08-31 00:00:00;MEGALABS CHILE S.A.;;;Directa;
N-503/17;CIRUELAX FORTE JALEA;2012-06-26 00:00:00;MEGALABS CHILE S.A.;;;Directa;
